Time(us),Frequency(kHz)
14195534,3065529
14205539,3082036
14215541,3072482
14225543,3084891
14235547,3078056
14245553,3087580
14255556,3068361
14265563,3074895
14275569,3050353
14285573,3075656
14295580,3065594
14305587,3085199
14315591,3081982
14325594,3088031
14335601,3068328
14345606,3087505
14355608,3078589
14365611,3085100
14375616,3074959
14385621,3081281
14395623,3066351
14405625,3081530
14415630,3079645
14425633,3067093
14435636,2936348
14445641,2933940
14455646,2977024
14465649,3062659
14475651,3075957
14485655,3080533
14495659,3076005
14505663,3084193
14515665,3078540
14525666,3085027
14535672,3059391
14545678,3071052
14555681,3050299
14565686,3069258
14575690,3052824
14585695,3072318
14595699,3053371
14605705,3078511
14615711,3066357
14625712,3082175
14635717,3066760
14645719,3081700
14655721,3075784
14665725,3088437
14675726,3073167
14685731,3072380
14695737,3057236
14705741,3082045
14715747,3071808
14725750,3087714
14735752,3081968
14745753,3082253
14755756,3067063
14765764,3072722
14775771,3081934
14785777,3087611
14795781,3082165
14805782,3087865
14815785,3081871
14825790,3087595
14835792,3071368
14845796,3085166
14855799,3075512
14865806,3084817
14875807,3062988
14885814,3078683
14895819,3062520
14905821,3081677
14915828,3063059
14925830,3078392
14935836,3060294
14945839,3079469
14955843,3068692
14965848,3088012
14975850,3082264
14985851,3088038
14995854,3066953
15005858,3082058
15015862,3072551
15025868,3088036
15035874,3075306
15045881,3081348
15055886,3072812
15065897,3083567
15075899,3062222
15085904,3082181
15095911,3049837
15105911,3082199
15115917,3071830
15125924,3087982
15135927,3072721
15145931,3081501
15155938,3071884
15165942,3088052
15175946,3081748
15185951,3087590
15195954,3081225
15205956,3088283
15215958,3081847
15225963,3087960
15235970,3081822
15245971,3087503
15255977,3081397
15265981,3087804
15275987,3081324
15285991,3078123
15295994,3069084
15305995,3082062
15315997,3078932
15326001,3075050
15336006,3072650
15346012,3082194
15356020,3066116
15366024,3068416
15376027,3078760
15386034,3078521
15396037,3072496
15406038,3081359
15416040,3081581
15426043,3078273
15436049,3072493
15446054,3084933
15456057,3081676
15466062,3081878
15476067,3081829
15486072,3081951
15496073,2991198
15506079,3022690
15516085,3072159
15526089,3081541
15536094,3071854
15546095,3078337
15556096,3072115
15566101,3081821
15576105,3079174
15586107,3087601
15596114,3072553
15606116,3072304
15616123,3044590
15626126,3069238
15636128,3062921
15646131,3078366
15656137,3056908
15666141,3081646
15676147,3072663
15686154,3087946
15696157,3069141
15706160,3078382
15716165,3063895
15726170,3075494
15736177,3065482
15746181,3087896
15756187,3070024
15766190,3081767
15776191,3066093
15786192,3075375
15796199,3072321
15806201,3081431
15816207,3081339
15826214,3087873
15836216,3081654
15846221,3078864
15856227,3057002
15866230,3078995
15876234,3067104
15886241,3078445
15896245,3066436
15906246,3079535
15916249,3062880
15926254,3078080
15936260,3072085
15946266,3075602
15956269,3072315
15966272,3085089
15976274,3076106
15986281,3081299
15996283,3072705
16006286,3080741
16016292,3082260
16026297,3087505
16036299,3082339
16046302,3087855
16056306,3080822
16066312,3088391
16076316,3081713
16086322,3063406
16096328,3081628
16106330,3087989
16116335,3064737
16126342,3074574
16136344,3072849
16146350,3081745
16156351,3076901
16166353,3088052
16176356,3072898
16186361,3082137
16196362,3072384
16206366,3082187
16216367,3072458
16226369,3081156
16236371,3078503
16246372,3064368
16256377,3066189
16266383,3060534
16276387,3066203
16286390,3081650
16296394,3071973
16306399,3087982
16316401,3071269
16326404,3079249
16336409,3063004
16346416,3068957
16356423,3062653
16366426,3078709
16376431,3065955
16386436,3075629
16396441,3066313
16406443,3075453
16416446,3072582
16426450,3085282
16436457,3081454
16446460,3087913
16456464,3082358
16466469,3083823
16476472,3064409
16486480,3055345
16496485,2938841
16506489,2903574
16516494,2948609
16526498,3016881
16536505,3072240
16546509,3077890
16556515,3081942
16566520,3087948
16576522,3082166
16586526,3088008
16596530,3081466
16606534,3088133
16616542,3081891
16626548,3087950
16636549,3081089
16646554,3088023
16656558,3082317
16666560,3088321
16676565,3081617
16686570,3078782
16696576,3043822
16706568,3069680
16716807,3072715
16726811,3062230
16736815,2948934
16746817,3040175
16756823,3078667
16766826,3079300
16776829,3077165
16786829,3074302
16796833,3067487
16806837,3068521
16816841,3074330
16826848,3073347
16836853,3080860
16846857,3080158
16856863,3086691
16866864,3082470
16876866,3078149
16886872,3055476
16896877,3065714
16906883,3069620
16916896,3072306
16926899,3060423
16936904,3074501
16946907,3061547
16956909,3071750
16966925,3065901
16976932,3078742
16986933,3081478
16996939,3087647
17006943,3081351
17016947,3088249
17026950,3072444
17036952,3081729
17046957,3075595
17056962,3087637
17066968,3082069
17076973,3084713
17086975,3063291
17096979,3078090
17106984,3072471
17116987,3081801
17126991,3072301
17136994,3066232
17146995,3056508
17156997,3075126
17167002,3072425
17177008,3067723
17187014,3072466
17197017,3056850
17207024,3068719
17217029,3081696
17227032,3075898
17237036,3072601
17247042,3066286
17257047,3082120
17267050,3067262
17277052,3081949
17287054,3072439
17297061,3075584
17307064,3066313
17317069,3081488
17327076,3069138
17337080,3072876
17347081,3072135
17357085,3081506
17367086,3075564
17377088,3087907
17387094,3082324
17397100,3075597
17407108,3065244
17417112,3081139
17427116,3072213
17437118,3088290
17447125,3077555
17457127,3076468
17467132,3056534
17477135,3081025
17487139,3076131
17497142,3087551
17507147,3072357
