Time(us),Frequency(kHz)
14996510,1200007
15006516,1200010
15016531,1200007
15026666,1200009
15036672,1200007
15046680,1200009
15056684,1200006
15066691,1200010
15076696,1200005
15086698,1200010
15096700,1200006
15106798,1200010
15116809,1200005
15126817,1200011
15136823,1200005
15146828,1200010
15156832,1200007
15166838,1200009
15176854,1200005
15186861,1200010
15196862,1200005
15206865,1200010
15216866,1200007
15226872,1200009
15236880,1200006
15246888,1200010
15256894,1200006
15266902,1200010
15276909,1200007
15286913,1200009
15296918,1200007
15306926,1200009
15316930,1200006
15326936,1200009
15336940,1200005
15346943,1200010
15356948,1200007
15366953,1200008
15376960,1200006
15386964,1200010
15396966,1200006
15406971,1200009
15416977,1200006
15426982,1200010
15436987,1200007
15446991,1200008
15466998,1200009
15477001,1200006
15487003,1200010
15497010,1200007
15507012,1200009
15517019,1200005
15527027,1200009
15537032,1200007
15547035,1200010
15557038,1200007
15567041,1200009
15577043,1200007
15597054,1200008
15607059,1200010
15617065,1200006
15627071,1200010
15637072,1200006
15647075,1200010
15657082,1200007
15667088,1200009
15677092,1200006
15687095,1200010
15697098,1200007
15707104,1200009
15717107,1200006
15727110,1200008
15737115,1200007
15747118,1200010
15757125,1200007
15777140,1200009
15787144,1200008
15807150,1200009
15817157,1200007
15847170,1200010
15857172,1200007
15867177,1200008
15887185,1200009
15897193,1200006
15907200,1200008
15927209,1200010
15937214,1200006
15947221,1200008
15967226,1200010
15977234,1200006
15987239,1200009
15997247,1200006
16007255,1200008
16017262,1200007
16027268,1200010
16037274,1200006
16047279,1200009
16057287,1200008
16067294,1200009
16077299,1200007
16097310,1200009
16117324,1200007
16127329,1200008
16137337,1200007
16147344,1200009
16157352,1200008
16167359,1200007
16177364,1200009
16187369,1200007
16197371,1200008
16207379,1200009
16217384,1200006
16227388,1200009
16237393,1200007
16247396,1200009
16257400,1200008
16267405,1200007
16277411,1200009
16287419,1200008
16317440,1200007
16337452,1200008
16357457,1200009
16367459,1200008
16407474,1200007
16417476,1200009
16427480,1200007
16437488,1200008
16457493,1200009
16467499,1200008
16477501,1200007
16487503,1200008
16507515,1200009
16517519,1200007
16527522,1200009
16537528,1200007
16547532,1200009
16557536,1200008
16567538,1200007
16577542,1200008
16587545,1200009
16597550,1200008
16607552,1200007
16617559,1200008
16637567,1200009
16647574,1200007
16657580,1200008
16677591,1200009
16687593,1200007
16697598,1200008
16707600,1200009
16717603,1200007
16727605,1200009
16737612,1200006
16747617,1200008
16757622,1200009
16767628,1200007
16777636,1200009
16787640,1200008
16797643,1200007
16807650,1200008
16817657,1200009
16827663,1200007
16837666,1200009
16847668,1200008
16857674,1200007
16867681,1200009
16877683,1200008
16897690,1200006
16907693,1200009
16917700,1200007
16927706,1200009
16937709,1200007
16947716,1200008
16957718,1200009
16967722,1200006
16977726,1200008
16987733,1200009
16997738,1200008
17037751,1200006
17047754,1200009
17057760,1200008
17067762,1200007
17077768,1200009
17087770,1200008
17097777,1200007
17107781,1200009
17117789,1200007
17127794,1200008
17137797,1200009
17147803,1200008
17157806,1200007
17167814,1200009
17177819,1200008
17197830,1200007
17207833,1200009
17217835,1200008
17237844,1200007
17257858,1200009
17267860,1200007
17277863,1200009
17287868,1200007
17297871,1200008
17307875,1200007
17317880,1200009
17327888,1200008
17367910,1200007
17377912,1200009
17387916,1200007
17397922,1200008
17427940,1200009
17437944,1200008
17447950,1200007
17457954,1200008
17467962,1200009
17487970,1200008
17527986,1200007
17537993,1200009
17548000,1200007
17558005,1200009
17568009,1200007
17578015,1200009
17588018,1200008
17598023,1200006
17608028,1200008
17618030,1200009
17628034,1200008
17638038,1200007
17648044,1200008
17668058,1200009
17678061,1200008
17688065,1200006
17698073,1200008
17738090,1200009
17748091,1200007
17758094,1200008
17788102,1200007
17798105,1200008
17838130,1200007
17848136,1200008
17878150,1200007
17888158,1200009
17898163,1200007
17908169,1200008
17918172,1200009
17928180,1200008
17998208,1200007
18008210,1200009
18018217,1200008
18058237,1200007
18068240,1200008
18078246,1200007
18088253,1200009
18098257,1200008
18108263,1200006
18118270,1200009
18128277,1200007
18138285,1200009
18148287,1200008
18168293,1200007
18188305,1200009
18198309,1200008
18208310,1200007
18218315,1200009
18228317,1200008
18238324,1200007
18248331,1200009
18258335,1200006
18268338,1200009
18278343,1200007
18298353,1200008
18348374,1200009
18358380,1200006
18368387,1200008
18398398,1200009
18408402,1200008
18418410,1200006
18428416,1200008
18458435,1200009
18468442,1200007
18488453,1200009
18498460,1200007
18508466,1200008
18528471,1200007
18538478,1200008
18548483,1200009
18558490,1200008
18568495,1200007
18578500,1200009
18588507,1200007
18598516,1200010
18608534,1200007
18618505,1200009
18628672,1200005
18638674,1200010
18648678,1200006
18658685,1200010
18668690,1200007
18678698,1200009
18688704,1200007
18698710,1200009
18708716,1200006
18718724,1200010
18728731,1200006
18738739,1200010
18748746,1200006
18758752,1200010
18768755,1200005
18778761,1200011
18788765,1200007
18798771,1200009
18808776,1200006
18818777,1200010
18828784,1200005
18838792,1200010
18848799,1200006
18858803,1200009
18868806,1200006
18878809,1200009
18888812,1200007
18898813,1200010
18908830,1200005
18918833,1200010
18928840,1200006
18938841,1200009
18948860,1200007
18958855,1200009
18968872,1200006
18978879,1200010
18988881,1200005
18998886,1200010
19008893,1200005
19018896,1200010
19028900,1200006
19038902,1200010
19048905,1200005
19058907,1200010
19068909,1200007
19078917,1200009
19088923,1200006
19098929,1200009
19108933,1200005
19118937,1200010
19128941,1200006
19138946,1200010
19148953,1200007
19158955,1200009
19168958,1200007
19178960,1200009
19188967,1200006
19198972,1200010
19208977,1200006
19218982,1200010
19228985,1200007
19238987,1200009
19248990,1200005
19258996,1200011
19269003,1200007
19279008,1200009
19289013,1200007
19299017,1200009
19309019,1200007
19319022,1200009
19329029,1200006
19339036,1200009
19349039,1200006
19359040,1200010
19369044,1200005
19379049,1200010
19389054,1200006
19399062,1200010
19409064,1200005
19419067,1200010
19429074,1200005
19439082,1200010
19449087,1200005
19459091,1200010
19469097,1200007
19489108,1200009
19509120,1200007
19519122,1200009
19529126,1200007
