Time(us),Frequency(kHz)
15816410,3078667
15826414,3088019
15836415,3074617
15846421,3087968
15856427,3081988
15866428,3087812
15876435,3081944
15886439,3087599
15896441,3082410
15906444,3087867
15916446,3080883
15926448,3087907
15936454,3081401
15946458,3087621
15956460,3081432
15966464,3087749
15976469,3082060
15986474,3088337
15996476,3081201
16006482,3087518
16016489,3082431
16026496,3088134
16036501,3074353
16046503,3081295
16056509,3082214
16066510,3087763
16076516,3081387
16086523,3088183
16096528,3081709
16106538,3088413
16116541,3081311
16126547,3087945
16136553,3082132
16146566,3087457
16156584,3081956
16166717,3084556
16176724,3084573
16186731,3084511
16196733,3084806
16206734,3085046
16216742,3084651
16226742,3084023
16236745,3085332
16246751,3077967
16256753,3082163
16266756,3084051
16276760,3068830
16286762,3084201
16296765,3086362
16306768,3083757
16316771,3085619
16326775,3059072
16336781,3086355
16346786,3083373
16356793,3078767
16366796,3080367
16376801,3083277
16386808,3077655
16396810,3084507
16406851,3082483
16416860,3088258
16426865,3081943
16436872,3087589
16446878,3076564
16456884,3086926
16466875,3081652
16476891,3088271
16486887,3055897
16496903,3088473
16506904,3081980
16516910,3087693
16526914,3081458
16536919,3087551
16546924,3081186
16556927,3087793
16566933,3081847
16576938,3088460
16586940,3082001
16596943,3088075
16606945,3077940
16616949,3081793
16626957,3081985
16636963,3087756
16646970,3075480
16656975,3081994
16666977,3082099
16676981,3087771
16686983,3081380
16696984,3087919
16706988,3081681
16716993,3087820
16726999,3082502
16737006,3088008
16747010,3081859
16757011,3088329
16767013,3075600
16777019,3087601
16787024,3082051
16797032,3087941
16807037,3082577
16817043,3088003
16827047,3081503
16837049,3087828
16847051,3081691
16857054,3081431
16867062,3081152
16877064,3087374
16887071,3081705
16897077,3087975
16907078,3082084
16917079,3087938
16927087,3082300
16937094,3087768
16947097,3082172
16957104,3088286
16967108,3082068
16977114,3088181
16987119,3081071
16997125,3088293
17007128,3081900
17017135,3088002
17027142,3081637
17037146,3087999
17047148,3082271
17057150,3081110
17067153,3075230
17077155,3087856
17087158,3081662
17097164,3088340
17107170,3082058
17117172,3088247
17127179,3082180
17137183,3087836
17147188,3081855
17157191,3087640
17167198,3081703
17177201,3061712
17187203,3081471
17197207,3088259
17207214,3082759
17217217,3087540
17227220,3080938
17237226,3088342
17247231,3082192
17257236,3088214
17267240,3074882
17277242,3088306
17287248,3082049
17297252,3087855
17307256,3082373
17317258,3081660
