Time(us),Frequency(kHz)
30455189,1200008
30525218,1200007
30535222,1200009
30545226,1200008
30585245,1200007
30595250,1200008
30665284,1200007
30675288,1200008
30695300,1200007
30705303,1200008
30725311,1200007
30735317,1200008
30765330,1200007
30775335,1200008
30785338,1200007
30795344,1200008
30815358,1200007
30825361,1200008
30845367,1200007
30855371,1200008
30865376,1200007
30875383,1200008
30895393,1200007
30905395,1200008
30935410,1200007
30945415,1200008
30965421,1200007
30975429,1200008
30995439,1200007
31015454,1200009
31025458,1200007
31035461,1200008
31065472,1200007
31075474,1200008
31095485,1200007
31105489,1200008
31185526,1200007
31195529,1200009
31205535,1200007
31215542,1200008
31235557,1200009
31245562,1200007
31255566,1200008
31265573,1200007
31275582,1200008
31305594,1200007
31315601,1200008
31415646,1200007
31425650,1200008
31625741,1200007
31635749,1200008
31675773,1200007
31685781,1200008
31725805,1200007
31735810,1200009
31745813,1200007
31765836,1200009
31775838,1200008
31785844,1200007
31795851,1200008
31815864,1200007
31825868,1200008
31895904,1200009
31905910,1200008
31925920,1200007
31935926,1200008
31965940,1200007
31975941,1200008
32035968,1200007
32045972,1200008
32096001,1200007
32106005,1200008
32166032,1200007
32176038,1200008
32286086,1200007
32296093,1200008
32346105,1200007
32356109,1200008
32376119,1200009
32386124,1200008
32416138,1200007
32426141,1200008
32456159,1200007
32466162,1200009
32476165,1200008
32486170,1200007
32506178,1200008
32546195,1200007
32556199,1200009
32566203,1200007
32576216,1200008
32586220,1200007
32596222,1200009
32606228,1200007
32626237,1200008
32666256,1200007
32676260,1200008
32766309,1200007
32776315,1200008
32806335,1200009
32816338,1200008
32836346,1200007
32856356,1200008
32896371,1200007
32906375,1200009
32916381,1200007
32926384,1200008
32996419,1200007
33006423,1200008
33026433,1200007
33036435,1200008
33046443,1200009
33056444,1200008
33076454,1200007
33086461,1200008
33106474,1200007
33116477,1200009
33126485,1200007
33136492,1200008
33146500,1200007
33156504,1200009
33166508,1200008
33256569,1200007
33266564,1200008
33276581,1200007
33286586,1200009
33296590,1200008
33316706,1200007
33326714,1200008
33336718,1200007
33346721,1200009
33356723,1200007
33366730,1200008
33396742,1200007
33406747,1200009
33416753,1200007
33426756,1200008
33456834,1200007
33466838,1200008
33496852,1200007
33516874,1200009
33526871,1200008
33536890,1200007
33546893,1200008
33576912,1200007
33586918,1200008
33616928,1200007
33626932,1200009
33636939,1200007
33646946,1200008
33676958,1200007
33686964,1200009
33696967,1200008
33777011,1200007
33787018,1200009
33797022,1200007
33807028,1200008
33837044,1200007
33847048,1200008
33917082,1200007
33927084,1200009
33937090,1200007
33947095,1200008
33957101,1200007
33967107,1200008
34057153,1200007
34067159,1200009
34077163,1200008
34117187,1200007
34127192,1200008
34157209,1200007
34167216,1200008
34277282,1200007
34287284,1200009
34297287,1200008
34327299,1200007
34337307,1200008
34417348,1200007
34427357,1200008
34477383,1200007
34487385,1200009
34497389,1200007
34507392,1200008
34547404,1200007
34557407,1200008
34647443,1200007
34657445,1200009
34667451,1200008
34677459,1200007
34687463,1200008
34697467,1200007
34707475,1200008
34757503,1200007
34767510,1200008
34787516,1200007
34797522,1200008
34877562,1200009
34887570,1200007
34897577,1200008
34907583,1200007
34917586,1200008
34947600,1200007
34957603,1200008
34967606,1200007
34987613,1200008
35017629,1200009
35027633,1200007
35037637,1200008
35077656,1200007
35087660,1200009
35097666,1200008
35107674,1200007
35117680,1200008
35137694,1200007
35147702,1200008
35167708,1200009
35177713,1200007
35187718,1200009
35197723,1200007
35207728,1200008
35307780,1200007
35317782,1200008
35347799,1200009
35357803,1200008
35377813,1200007
35387817,1200008
35407827,1200007
35417832,1200008
35447841,1200007
35457845,1200009
35467852,1200008
35477858,1200007
35487861,1200008
35507874,1200007
35517877,1200009
35527884,1200007
35537890,1200008
35607924,1200007
35617927,1200008
35637937,1200007
35647942,1200008
35677954,1200009
35687956,1200007
35697959,1200008
35717967,1200007
35727972,1200008
35767992,1200007
35777999,1200008
35808010,1200007
35818015,1200008
35828018,1200009
35838020,1200007
35848021,1200008
35868029,1200007
35878036,1200008
35918059,1200007
35928060,1200008
35968087,1200007
35978091,1200009
35988094,1200007
35998098,1200008
36028113,1200007
36038117,1200008
36068130,1200007
36078132,1200008
36108149,1200007
36118151,1200008
36168178,1200007
36178182,1200008
36198189,1200009
36208192,1200007
36218198,1200009
36228201,1200008
36238203,1200007
36248209,1200008
36278220,1200007
36288222,1200009
36298228,1200007
36308235,1200008
36338253,1200007
36348256,1200009
36358263,1200008
36368269,1200007
36378272,1200008
36398284,1200007
36408291,1200008
36448310,1200007
36458317,1200009
36468321,1200007
36478324,1200008
36488331,1200007
36498338,1200008
36538365,1200007
36548369,1200008
36568381,1200007
36578388,1200008
36598396,1200007
36608402,1200008
36748477,1200007
36758480,1200008
36828512,1200009
36838515,1200007
36848518,1200009
36858526,1200007
36868533,1200008
36878537,1200009
36888544,1200007
36898563,1200008
36928767,1200007
36938770,1200009
36948774,1200007
36958780,1200009
36968783,1200008
37028814,1200007
37038815,1200008
37068831,1200007
37078836,1200009
37088841,1200007
37098844,1200009
37108847,1200008
37288945,1200007
37298950,1200009
37308954,1200007
37318960,1200008
37368984,1200007
37378990,1200009
37388998,1200007
37399000,1200008
37409008,1200007
37419015,1200009
37429021,1200008
37459037,1200009
37469039,1200008
37489049,1200007
37499052,1200008
37509058,1200007
37519066,1200009
37529071,1200008
37549081,1200007
