Time(us),Frequency(kHz)
16296374,3042738
16306380,3070338
16316381,3059654
16326384,3075540
16336391,3071861
16346395,3081608
16356401,3081881
16366408,3087880
16376414,3081338
16386416,3087709
16396421,3081922
16406422,3087960
16416424,3081449
16426431,3088369
16436437,3056850
16446440,3087926
16456446,3072657
16466453,3087946
16476459,3032417
16486463,3061268
16496466,2930281
16506470,2893992
16516473,3073324
16526476,3078273
16536480,3060015
16546484,3081364
16556489,3075720
16566496,3088214
16576502,3082447
16586504,3081736
16596508,3054338
16606510,3088172
16616512,3072504
16626517,3075058
16636523,3063280
16646528,3075452
16656534,3068294
16666538,3081683
16676542,3076080
16686546,3078170
16696550,3072584
16706555,3069661
16716558,3051540
16726565,3084632
16736590,3072949
16746595,3075717
16756608,3065819
16766567,3077507
16776729,3076723
16786731,3077847
16796737,3078468
16806738,3070616
16816744,3070757
16826857,3079960
16836862,3086935
16846869,3082156
16856872,3072386
16866882,3063926
16876885,3068469
16886885,3055202
16896903,3068043
16906906,3056689
16916924,3075071
16926940,3059549
16936941,3081225
16946945,3080998
16956950,3087968
16966953,3081793
16976960,3078805
16986964,3072163
16996970,3081580
17006972,3070090
17016976,3084758
17026979,3081257
17036981,3078123
17046983,3066368
17056984,3081208
17066988,3065660
17076990,3081065
17086994,3066521
17096995,3081838
17106999,3062330
17117003,3078745
17127008,3066616
17137013,3081647
17147019,3078823
17157024,3084569
17167031,3075611
17177035,3084548
17187039,3057147
17197045,3079183
17207052,3053012
17217058,3075814
17227064,3060065
17237068,3078707
17247071,3069404
17257077,3085038
17267079,3062052
17277084,3081693
17287088,3070212
17297095,3078125
17307100,3081860
17317103,2923612
17327106,3002336
17337113,3017212
17347120,3034113
17357126,3068871
17367129,2994079
17377136,3041947
17387138,3072339
17397142,3084758
17407147,3072516
17417154,3076019
17427159,3072081
17437165,3088185
17447167,3069049
17457169,3081942
17467173,3068802
17477180,3081533
17487183,3071501
17497187,3082041
17507193,3060586
17517195,3075546
17527198,3075945
