Time(ms),Frequency(kHz)
15125,3072957
15135,3056555
15145,3079197
15155,3062885
15165,3084103
15175,3069679
15185,3066664
15195,3053806
15205,3081641
15215,3062847
15225,3077693
15235,3072188
15245,3063748
15255,3071236
15265,3081770
15275,3066189
15285,3081904
15295,3072514
15305,3088028
15315,3081274
15325,3076114
15335,3060492
15345,3081718
15355,3048897
15365,3069430
15375,3072567
15385,3069883
15395,3065481
15405,3078490
15415,3068931
15425,3066070
15435,3070083
15445,3079276
15455,3075398
15465,3084602
15475,3078691
15486,3084692
15496,3050541
15506,3083130
15516,3078703
15526,3087953
15536,3073521
15546,3081827
15556,3072964
15566,3075555
15576,3062552
15586,3081658
15596,3061292
15606,3081350
15616,3072624
15626,3077796
15636,3072518
15646,3081511
15656,3075660
15666,3078703
15676,3069200
15686,3081980
15696,3072738
15706,3081663
15716,3072251
15726,3075552
15736,3066639
15746,3082140
15756,3078686
15766,3063263
15776,3072874
15786,3075626
15796,3072267
15806,3078936
15816,3072545
15826,3081200
15836,3031858
15846,2962096
15856,2990316
15866,3081779
15876,3072807
15886,3081747
15896,3081977
15906,3061656
15916,3081864
15926,3087841
15936,3082173
15946,3087690
15956,3075593
15966,3081707
15976,3075570
15986,3087597
15996,3078499
16006,3081774
16016,3039619
16026,3063887
16036,3057873
16046,3078026
16056,3034386
16066,2941501
16076,3048610
16086,3069531
16096,3052734
16106,3078147
16116,3066056
16126,3078084
16136,3066004
16146,3065408
16156,3078854
16166,3069000
16176,3069016
16186,3075958
16196,3072466
16206,3081514
16216,3072742
16226,3081406
16236,3075889
16246,3088304
16256,3081552
16266,3087582
16276,3069208
16286,3081697
16296,3078647
16306,3088133
16316,3081585
16326,3081688
16336,3066517
16346,3075790
16356,3054311
16366,3075037
16376,3059410
16386,3079003
16396,3057565
16406,3074745
16416,3066418
16426,3078827
16436,3068788
16446,3075549
16456,3066491
16466,3081725
16476,3078766
16486,3087872
16496,3081586
16506,3087579
16516,3072924
16526,3081573
16536,3065792
16546,3081958
16556,3075794
16566,3087858
16576,3081821
16586,3078437
16596,3075944
16606,3084590
16616,3082309
16626,3076239
16636,3066797
16646,3082019
16656,3066485
16666,3081119
16676,3072830
16686,3080945
16696,3081778
16706,3087963
16716,3081983
16726,3087735
16736,3068565
16746,3081840
16756,3072250
16766,3072531
16776,3072645
16786,3072037
16796,3069243
16806,3081464
16816,3082141
