Time(ms),Frequency(kHz)
10533,3087443
10543,3082359
10553,3088019
10563,3069251
10573,3084905
10583,3071805
10593,3084801
10603,3075320
10613,3084775
10623,3079104
10633,3084944
10643,3075314
10653,3084514
10663,3078903
10673,3084404
10683,3075351
10693,3084647
10703,3078325
10713,3085178
10723,3078005
10733,3087966
10743,3081541
10753,3087619
10763,3072079
10773,3082195
10783,3063873
10793,3088381
10803,3081691
10813,3088365
10823,3081934
10833,3087913
10843,3081427
10853,3087904
10863,3082246
10873,3073257
10883,3071830
10893,3088038
10903,3081779
10913,3087635
10923,3082078
10933,3088046
10943,3071831
10953,3088018
10963,3074676
10973,3081851
10983,3079048
10993,3084658
11003,3082037
11013,3084349
11023,3082479
11033,3075278
11043,3059357
11053,3075465
11063,3062768
11073,3082095
11083,3081807
11093,3087491
11103,3081892
11113,3074318
11123,3081547
11133,3088096
11143,3081954
11153,3081979
11163,3078304
11173,3084130
11184,3081631
11194,3088272
11204,3081816
11214,3087744
11224,3082210
11234,3088152
11244,3081954
11254,3088339
11264,3081887
11274,3087841
11284,3080806
11294,3088280
11304,3081497
11314,3081671
11324,3062842
11334,3068629
11344,3072014
11354,3087951
11364,3068232
11374,3070266
11384,3078620
11394,3081835
11404,3082257
11414,3087938
11424,3082571
11434,3087920
11444,3082215
11454,3087256
11464,3081865
11474,3088317
11484,3081438
11494,3087765
11504,3081528
11514,3088333
11524,3081290
11534,3087446
11544,3082260
11554,3087565
11564,3081483
11574,3087907
11584,3075026
11594,3088042
11604,3081768
11614,3088277
11624,3081988
11634,3081681
11644,3081691
11654,3088134
11664,3081962
11674,3088020
11684,3081465
11694,3062534
11704,3082028
11714,3088219
11724,3082347
11734,3087778
11744,3081881
11754,3087922
11764,3082276
11774,3084213
11784,3068521
11794,3085040
11804,3081972
11814,3087625
11824,3081481
11834,3087696
11844,3082155
11854,3087746
11864,3081612
11874,3087725
11884,3081439
11894,3081397
11904,3081467
11914,3088277
11924,3081933
11934,3087591
11944,3082160
11954,3087732
11964,3078887
11974,3085372
11984,3071506
11994,3087858
12004,3081513
12014,3087887
12024,3081646
12034,3088185
12044,3081380
12054,3087921
12064,3081802
12074,3088100
12084,3081828
12094,3088056
12104,3082171
12114,3087912
12124,3082449
12134,3087899
12144,3082497
12154,3081967
12164,3081836
12174,3087699
12184,3081631
12194,3081248
12204,3081730
12214,3087908
12224,3081570
12234,3087836
12244,3082110
12254,3087856
12264,3082215
12274,3088039
12284,3081550
12294,3087837
12304,3081405
12314,3087598
12324,3081599
12334,3077732
12344,3081428
12354,3087951
12364,3082246
12374,3088067
12384,3082335
12394,3081396
12404,3082320
12414,3087644
12424,3081892
12434,3088125
12444,3082219
12454,3087917
12464,3081947
12474,3084831
12484,3079244
12494,3085240
12504,3075132
12514,3082202
12524,3081661
12534,3081091
12544,3085155
12554,3084663
12564,3085016
12574,3084584
12584,3084998
12594,3061114
12604,3081368
12614,3083950
12624,3086265
12634,3084198
12644,3086244
12654,3083980
12664,3087161
12674,3083802
12684,3085739
12694,3083255
12704,3087004
12714,3082709
12724,3086379
12734,3082671
12744,3086882
12754,3082856
12764,3086396
12774,3082476
12784,3087370
12794,3082215
12804,3080520
12814,3082404
12824,3087131
12834,3082507
12844,3087558
12854,3077572
12864,3067253
12874,3081955
12884,3087450
12894,3082156
12904,3080143
12914,3081303
12924,3084011
12934,3082296
12944,3088255
12954,3081464
12964,3087986
12974,3081560
12984,3088054
12994,3081574
13004,3081448
13014,3073068
13024,3071110
13034,3072505
13044,3081403
13054,3075690
13064,3087690
13074,3082221
13084,3088054
13094,3082143
13104,3087992
13114,3082023
13124,3087488
13134,3081841
13144,3087473
13154,3066833
13164,3087899
13175,3078882
13185,3088139
13195,3082322
13205,3088050
13215,3075381
13225,3088215
13235,3082121
13245,3087843
13255,3082292
13265,3087869
13275,3078683
13285,3085229
13295,3075594
13305,3084979
13315,3078937
13325,3084317
13335,3071342
13345,3087793
13355,3082162
13365,3087962
13375,3081312
13385,3087924
13395,3082152
13405,3088290
13415,3075133
13425,3087897
13435,3082238
13445,3087897
13455,3075502
13465,3087974
13475,3081480
13485,3087987
13495,3061406
13505,3085304
13515,3079150
13525,3084696
13535,3078598
13545,3087393
13555,3082249
13565,3087710
13575,3081741
13585,3087731
13595,3082259
13605,3087652
13615,3075346
13625,3087989
13635,3082110
13645,3087670
13655,3081410
13665,3087750
13675,3081934
13685,3087927
13695,3081821
13705,3087592
13715,3082304
13725,3088344
13735,3082182
13745,3088183
13755,3081811
13765,3087686
13775,3081220
13785,3088286
13795,3081951
13805,3088268
13815,3078491
13825,3078724
13835,3078519
13845,3084754
13855,3081758
13865,3087830
13875,3081970
13885,3088287
13895,3082267
13905,3088308
13915,3082226
13925,3088298
13935,3081762
13945,3087942
13955,3082129
13965,3087628
13975,3082015
13985,3087563
13995,3082674
14005,3088121
14015,3075181
14025,3077870
14035,3079374
14045,3084368
14055,3081836
14065,3088108
14075,3082124
14085,3088196
14095,3082308
14105,3087795
14115,3082193
14125,3087734
14135,3078573
14145,3088179
14155,3076161
14165,3088084
14175,3081281
14185,3087958
14195,3082647
14205,3088308
14215,3081524
14225,3087557
14235,3075758
14245,3088074
14255,3081386
14265,3088326
14275,3082426
14285,3087969
14295,3081306
14305,3088314
14315,3082381
14325,3087900
14335,3071194
14345,3088056
14355,3082269
14365,3088317
14375,3081720
14385,3088094
14395,3071003
14405,3068316
14415,3081583
14425,3087683
14435,3075706
14445,3087661
14455,3081943
14465,3088426
14475,3082444
14485,3088355
14495,3081606
14505,3087893
14515,3081441
14525,3084817
14535,3075540
14545,3072663
14555,3069710
14565,3084865
14575,3075117
14585,3084358
14595,3082356
14605,3087823
14615,3081873
14625,3087934
14635,3075192
14645,3088030
14655,3081974
14665,3088202
14675,3081495
14685,3087968
14695,3082231
14705,3087746
14715,3081495
14725,3087758
14735,3081975
14745,3088006
14755,3082255
14765,3088331
14775,3082086
14785,3087898
14795,3081345
14805,3088380
14815,3081830
14825,3087643
14835,3081475
14845,3081344
14855,3082349
14865,3088287
14875,3056808
14885,3074495
14895,3072141
14905,3084830
14915,3081971
14925,3087785
14935,3078952
14945,3088014
14955,3082396
14965,3087907
14975,3081617
14985,3088231
14995,3082264
15005,3087984
15015,3081445
15025,3087947
15035,3058669
15045,3078368
15055,3074650
15065,3088443
15075,3081895
15085,3061657
15095,3068704
15105,3081557
15115,3072491
15125,3081491
15135,3072094
15145,3084785
15155,3068585
15165,3084850
15175,3081867
15185,3087753
15195,3082265
15205,3087453
15215,3082201
15225,3087848
15235,3082259
15245,3087854
15255,3075157
15265,3088006
15275,3081269
15285,3087674
15295,3081461
15305,3071466
15315,3069490
15325,3075227
15335,3055973
15345,3077964
15355,3069313
15365,3074722
15375,3062295
15385,3087965
15395,3082263
15405,3087850
15415,3082003
15425,3088053
15435,3081847
15445,3087824
15455,3075303
15465,3088245
15475,3081089
15485,3087882
15495,3081680
15505,3088280
15515,3082250
15525,3087935
15535,3081992
15545,3087717
15555,3082271
15565,3087860
15575,3082243
15585,3087958
15595,3081352
15605,3087932
15615,3082460
15625,3087545
15636,3082129
15646,3088056
15656,3075822
15666,3087899
15676,3081476
15686,3087930
15696,3076326
15706,3078769
15716,3081993
15726,3088284
15736,3081520
15746,3088182
15756,3081974
15766,3087731
15776,3082180
15786,3087975
15796,3081501
15806,3087878
15816,3081701
15826,3087700
15836,3082237
15846,3087733
15856,3081761
15866,3081100
15876,3081818
15886,3087886
15896,3081879
15906,3088024
15916,3082250
15926,3088300
15936,3082037
15946,3087829
15956,3081539
15966,3088279
15976,3082445
15986,3088025
15996,3081639
16006,3087864
16016,3082467
16026,3087823
16036,3081908
16046,3087343
16056,3082182
16066,3081243
16076,3081891
16086,3088286
16096,3082245
16106,3082059
16116,3071779
16126,3082217
16136,3081815
16146,3088266
16156,3076190
16166,3088027
16176,3075052
16186,3088287
16196,3081997
16206,3068143
16216,3078310
16226,3087842
16236,3081881
16246,3088044
16256,3081799
16266,3088198
16276,3075175
16286,3087965
16296,3081321
16306,3087470
16316,3081898
16326,3088043
16336,3071649
16346,3088009
16356,3082169
16366,3088184
16376,3081014
16386,3087974
16396,3082132
16406,3087887
16416,3081454
16426,3087797
16436,3082117
16446,3087755
16456,3082166
16466,3087604
16476,3075665
16486,3087919
16496,3081103
16506,3087621
16516,3082086
16526,3087612
16536,3082345
16546,3087559
16556,3077115
16566,3088000
16576,3075640
16586,3084528
16596,3079214
16606,3084000
16616,3082481
16626,3087834
16636,3081694
16646,3088255
16656,3082102
16666,3087689
16676,3075771
16686,3088324
16696,3082236
16706,3088002
16716,3081346
16726,3087933
16736,3082147
16746,3087971
16756,3081580
16766,3088307
16776,3082216
16786,3080060
16796,3063063
16806,3088193
16816,3082251
16826,3088029
16836,3082418
16846,3087798
16856,3067635
16866,3077320
16876,3081908
16886,3081884
16896,3075328
16906,3084724
16916,3079145
16926,3074547
16936,3075655
16946,3084842
16956,3078758
16966,3078405
16976,3072064
16986,3082032
16996,3081685
17006,3080829
17016,3068443
17026,3067924
17036,3072994
17046,3074430
17056,3082675
17066,3084230
17076,3085654
17086,3076985
17096,3085834
17106,3084498
17116,3068623
17126,3084149
17136,3086479
17146,3083558
17156,3080717
17166,3083334
17176,3082935
17186,3083320
17196,3086103
17206,3083392
17216,3087260
17226,3083019
17236,3087035
17246,3082826
17256,3087542
17266,3082280
17276,3087068
17286,3077648
17296,3085572
17306,3082419
17316,3087822
17326,3082329
17336,3077185
17346,3082435
17356,3088234
17366,3082055
17376,3088028
17386,3081777
17396,3088182
17406,3082137
17416,3087997
17426,3081592
17436,3088070
17446,3081955
17456,3088387
17466,3081832
17476,3088256
17486,3082385
17496,3081602
17506,3081829
17516,3087861
17526,3082239
17536,3087591
17546,3081835
17556,3087862
17566,3082197
17576,3088073
17586,3081979
17596,3087757
17606,3081893
17617,3087870
17627,3082232
17637,3088303
17647,3081739
17657,3082783
17667,3081682
17677,3080904
17687,3082127
17697,3075383
17707,3082209
17717,3088447
17727,3081874
17737,3087958
17747,3081888
17757,3088315
17767,3082459
17777,3073731
17787,3072843
17797,3087892
17807,3081638
17817,3087794
17827,3082124
17837,3088137
17847,3081683
17857,3087964
17867,3082456
17877,3088282
17887,3082283
17897,3087990
17907,3063656
17917,3084388
17927,3076190
17937,3084640
17947,3079038
17957,3084608
17967,3075368
17977,3078845
17987,3079209
17997,3083991
18007,3081742
18017,3070744
18027,3082129
18037,3088402
18047,3082530
18057,3087986
18067,3082154
18077,3088322
18087,3082343
18097,3084627
18107,3065866
18117,3081931
18127,3082403
18137,3087986
18147,3081573
18157,3082330
18167,3081865
18177,3087935
18187,3081487
18197,3088253
18207,3082131
18217,3088287
18227,3081658
18237,3088156
18247,3082172
18257,3088280
18267,3082029
18277,3087885
18287,3082254
18297,3088273
18307,3075222
18317,3087931
18327,3082496
18337,3077542
18347,3082326
18357,3087751
18367,3081867
18377,3088181
18387,3081848
18397,3088160
18407,3082232
18417,3088318
18427,3072865
18437,3088041
18447,3082152
18457,3088025
18467,3082509
18477,3088086
18487,3081464
18497,3087908
18507,3082067
18517,3080938
18527,3066817
18537,3081592
18547,3075777
18557,3088230
18567,3082347
18577,3088297
18587,3069629
18597,3075822
18607,3063723
18617,3081236
18627,3071701
18637,3084911
18647,3078551
18657,3088011
18667,3081569
18677,3088357
18687,3082432
18697,3087979
18707,3082279
18717,3081770
18727,3081707
18737,3087991
18747,3082200
18757,3087914
18767,3081822
18777,3088062
18787,3081744
18797,3088010
18807,3082575
18817,3087906
18827,3081846
18837,3088147
18847,3082072
18857,3087653
18867,3081729
18877,3063393
18887,3082315
18897,3088361
18907,3081546
18917,3066018
18927,3075022
18937,3084136
18947,3081699
18957,3087894
18967,3082498
18977,3087977
18987,3081673
18997,3088270
19007,3082421
19017,3088329
19027,3082337
19037,3068900
19047,3082194
19057,3088314
19067,3081521
19077,3088342
19087,3082667
19097,3088110
19107,3082072
19117,3087724
19127,3075606
19137,3087828
19147,3081684
19157,3082062
19167,3078891
19177,3088285
19187,3081824
19197,3088218
19207,3082546
19217,3088272
19227,3082229
19237,3087990
19247,3082533
19257,3084779
19267,3082081
19277,3077545
19287,3069422
19297,3079184
19307,3075645
19317,3081218
19327,3067982
19337,3071632
19347,3075115
19357,3084555
19367,3066276
19377,3075805
19387,3082582
19397,3088277
19407,3082216
19417,3087709
19427,3082553
19437,3087877
19447,3081823
19457,3087848
19467,3082567
19477,3087981
19487,3082208
19497,3087797
19507,3082060
19517,3074327
19527,3072792
19537,3075418
19547,3082293
19557,3081852
19567,3081807
19577,3088318
19587,3082382
19597,3088038
19607,3081196
19617,3087568
19627,3082744
19637,3088304
19647,3058626
19657,3084684
19667,3078460
19677,3088157
19687,3081138
19697,3088260
19707,3082461
19717,3087857
19727,3081523
19737,3081639
19747,3081577
19757,3072833
19767,3082030
19777,3087811
19787,3082189
19797,3088258
19807,3082246
19817,3079928
19827,3060849
19837,3088166
19847,3082487
19857,3088151
19867,3081893
19877,3087751
19887,3081777
19897,3088248
19907,3081441
19917,3088213
19927,3082350
19937,3087902
19947,3075533
19957,3088042
19967,3081796
19977,3082167
19987,3081640
19997,3087934
20007,3081917
20017,3088175
20027,3081880
20038,3088333
20048,3069384
20058,3081459
