Time(ms),Frequency(kHz)
12514,3081258
12524,3075457
12534,3074964
12544,3069164
12554,3081444
12564,3072527
12574,3063022
12584,3056507
12594,3073970
12604,3072733
12614,3075853
12624,3066144
12634,3081680
12644,3078225
12654,3071083
12664,3079598
12674,3057187
12684,3074941
12694,3067359
12704,3080566
12714,3079084
12724,3084368
12734,3078053
12744,3087652
12754,3082427
12764,3087914
12774,3081572
12784,3058687
12794,3069582
12804,3072372
12814,3068768
12824,3082001
12834,3066205
12844,3081075
12854,3068652
12864,3088318
12874,3073391
12884,3070787
12894,3072874
12904,3075355
12914,3051269
12924,3069691
12934,3064130
12944,3078282
12954,3072484
12964,3081792
12975,3062099
12985,3081440
12995,3072895
13005,3083623
13015,3082160
13025,3078125
13035,3059885
13045,3081414
13055,3062087
13065,3082256
13075,3060478
13085,3081135
13095,3075541
13105,3084718
13115,3082495
13125,3074674
13135,3072156
13145,3079961
13155,3060714
13165,3078818
13175,3071763
13185,3082106
13195,3081400
13205,3087935
13215,3065502
13225,3081637
13235,3072403
13245,3075961
13255,3068416
13265,3087539
13275,3082387
13285,3087602
13295,3067488
13305,3045454
13315,3061672
13325,3068468
13335,3062684
13345,3012308
13355,2967043
13365,2936504
13375,2959816
13385,3081711
13395,3045650
13405,3055388
13415,2897834
13425,3081870
13435,3072449
13445,3087610
13455,3081013
13465,3068568
13475,3072251
13485,3075374
13495,3072525
13505,3085238
13515,3082027
13525,3088309
13535,3081955
13545,3084067
13555,3072902
13565,3087857
13575,3081775
13585,3080770
13595,3072259
13605,3081224
13615,3078410
13625,3078422
13635,3065904
13645,3073464
13655,3061759
13665,3078271
13675,3066785
13685,3080965
13695,3073028
13705,3069329
13715,3059562
13725,3081401
13735,3072520
13745,3081905
13755,3066419
13765,3081081
13775,3066876
13785,3075542
13795,3054865
13805,3081724
13815,3063767
13825,3081638
13835,3075771
13845,3084810
13855,3075837
13865,3084604
13875,3058308
13885,3074800
13895,3066774
13905,3081529
13915,3068260
13925,3081568
13935,3076074
13945,3087962
13955,3081913
13965,3081033
13975,3065848
13985,3081057
13995,3066669
14005,3077976
14015,3069461
14025,3084604
14035,3059341
14045,3078993
14055,3062221
14065,3081289
14075,3062498
14085,3082143
14095,3059830
14105,3068148
14115,3072863
14125,3069370
14135,3071566
14145,3075737
14155,3066321
14165,3075678
14175,3072055
14185,3075562
14195,3065529
14205,3082036
14215,3072482
14225,3084891
14235,3078056
14245,3087580
14255,3068361
14265,3074895
14275,3050353
14285,3075656
14295,3065594
14305,3085199
14315,3081982
14325,3088031
14335,3068328
14345,3087505
14355,3078589
14365,3085100
14375,3074959
14385,3081281
14395,3066351
14405,3081530
14415,3079645
14425,3067093
14435,2936348
14445,2933940
14455,2977024
14465,3062659
14475,3075957
14485,3080533
14495,3076005
14505,3084193
14515,3078540
14525,3085027
14535,3059391
14545,3071052
14555,3050299
14565,3069258
14575,3052824
14585,3072318
14595,3053371
14605,3078511
14615,3066357
14625,3082175
14635,3066760
14645,3081700
14655,3075784
14665,3088437
14675,3073167
14685,3072380
14695,3057236
14705,3082045
14715,3071808
14725,3087714
14735,3081968
14745,3082253
14755,3067063
14765,3072722
14775,3081934
14785,3087611
14795,3082165
14805,3087865
14815,3081871
14825,3087595
14835,3071368
14845,3085166
14855,3075512
14865,3084817
14875,3062988
14885,3078683
14895,3062520
14905,3081677
14915,3063059
14925,3078392
14935,3060294
14945,3079469
14955,3068692
14965,3088012
14975,3082264
14985,3088038
14995,3066953
15005,3082058
15015,3072551
15025,3088036
15035,3075306
15045,3081348
15055,3072812
15065,3083567
15075,3062222
15085,3082181
15095,3049837
15105,3082199
15115,3071830
15125,3087982
15135,3072721
15145,3081501
15155,3071884
15165,3088052
15175,3081748
15185,3087590
15195,3081225
15205,3088283
15215,3081847
15225,3087960
15235,3081822
15245,3087503
15255,3081397
15265,3087804
15275,3081324
15285,3078123
15295,3069084
15305,3082062
15315,3078932
15326,3075050
15336,3072650
15346,3082194
15356,3066116
15366,3068416
15376,3078760
15386,3078521
15396,3072496
15406,3081359
15416,3081581
15426,3078273
15436,3072493
15446,3084933
15456,3081676
15466,3081878
15476,3081829
15486,3081951
15496,2991198
15506,3022690
15516,3072159
15526,3081541
15536,3071854
15546,3078337
15556,3072115
15566,3081821
15576,3079174
15586,3087601
15596,3072553
15606,3072304
15616,3044590
15626,3069238
15636,3062921
15646,3078366
15656,3056908
15666,3081646
15676,3072663
15686,3087946
15696,3069141
15706,3078382
15716,3063895
15726,3075494
15736,3065482
15746,3087896
15756,3070024
15766,3081767
15776,3066093
15786,3075375
15796,3072321
15806,3081431
15816,3081339
15826,3087873
15836,3081654
15846,3078864
15856,3057002
15866,3078995
15876,3067104
15886,3078445
15896,3066436
15906,3079535
15916,3062880
15926,3078080
15936,3072085
15946,3075602
15956,3072315
15966,3085089
15976,3076106
15986,3081299
15996,3072705
16006,3080741
16016,3082260
16026,3087505
16036,3082339
16046,3087855
16056,3080822
16066,3088391
16076,3081713
16086,3063406
16096,3081628
16106,3087989
16116,3064737
16126,3074574
16136,3072849
16146,3081745
16156,3076901
16166,3088052
16176,3072898
16186,3082137
16196,3072384
16206,3082187
16216,3072458
16226,3081156
16236,3078503
16246,3064368
16256,3066189
16266,3060534
16276,3066203
16286,3081650
16296,3071973
16306,3087982
16316,3071269
16326,3079249
16336,3063004
16346,3068957
16356,3062653
16366,3078709
16376,3065955
16386,3075629
16396,3066313
16406,3075453
16416,3072582
16426,3085282
16436,3081454
16446,3087913
16456,3082358
16466,3083823
16476,3064409
16486,3055345
16496,2938841
16506,2903574
16516,2948609
16526,3016881
16536,3072240
16546,3077890
16556,3081942
16566,3087948
16576,3082166
16586,3088008
16596,3081466
16606,3088133
16616,3081891
16626,3087950
16636,3081089
16646,3088023
16656,3082317
16666,3088321
16676,3081617
16686,3078782
16696,3043822
16706,3069680
16716,3072715
16726,3062230
16736,2948934
16746,3040175
16756,3078667
16766,3079300
16776,3077165
16786,3074302
16796,3067487
16806,3068521
16816,3074330
16826,3073347
16836,3080860
16846,3080158
16856,3086691
16866,3082470
16876,3078149
16886,3055476
16896,3065714
16906,3069620
16916,3072306
16926,3060423
16936,3074501
16946,3061547
16956,3071750
16966,3065901
16976,3078742
16986,3081478
16996,3087647
17006,3081351
17016,3088249
17026,3072444
17036,3081729
17046,3075595
17056,3087637
17066,3082069
17076,3084713
17086,3063291
17096,3078090
17106,3072471
17116,3081801
17126,3072301
17136,3066232
17146,3056508
17156,3075126
17167,3072425
17177,3067723
17187,3072466
17197,3056850
17207,3068719
17217,3081696
17227,3075898
17237,3072601
17247,3066286
17257,3082120
17267,3067262
17277,3081949
17287,3072439
17297,3075584
17307,3066313
17317,3081488
17327,3069138
17337,3072876
17347,3072135
17357,3081506
17367,3075564
17377,3087907
17387,3082324
17397,3075597
17407,3065244
17417,3081139
17427,3072213
17437,3088290
17447,3077555
17457,3076468
17467,3056534
17477,3081025
17487,3076131
17497,3087551
17507,3072357
17517,3081767
17527,3075339
17537,3081913
17547,3062797
17557,2997497
17567,2886727
17577,2961414
17587,3033449
17597,2894144
17607,3044459
17617,3084722
17627,3082169
17637,3087728
17647,3077964
17657,3081377
17667,3072229
17677,3081877
17687,3072494
17697,3084536
17707,3081711
17717,3081323
17727,3081372
17737,3087849
17747,3075238
17757,3088313
17767,3053398
17777,3081998
17787,3069805
17797,3075331
17807,3076013
17817,3087528
17827,3069004
17837,3076079
17847,3072308
17857,3081577
17867,3081982
17877,3078642
17887,3072128
17897,3081672
17907,3054055
17917,3072410
17927,3054110
17937,3060228
17947,3050364
17957,3081617
17967,3075800
17977,3088326
17987,3072900
17997,3081538
18007,3072201
18017,3088059
18027,3069008
18037,3081565
18047,3072700
18057,3088051
18067,3080618
18077,3075750
18087,3082097
18097,3073279
18107,3072140
18117,3076080
18127,3060365
18137,3087377
18147,3081113
18157,3081560
18167,3075249
18177,3081680
18187,3066403
18197,3081769
18207,3078627
18217,3087600
18227,3081727
18237,3087943
18247,3081420
18257,3074167
18267,3062797
18277,3081246
18287,3072514
18297,3085071
18307,3081154
18317,3087499
18327,3071807
18337,3081641
18347,3072739
18357,3071291
18367,3063936
18377,3079555
18387,3072165
18397,3075439
18407,3069782
18417,3077990
18427,3072461
18437,3087466
18447,3072273
18457,3075902
18467,3072153
18477,3081386
18487,3078322
18497,3087768
18507,3082467
18517,3087751
18527,3078141
18537,3084168
18547,3056895
18557,3081477
18567,3065130
18577,3072387
18587,3058091
18597,3069112
18607,3024591
18617,2919549
18627,3002024
18637,3078227
18647,3066133
18657,3081755
18667,3066969
18677,2948338
18687,3049707
18697,3081394
18707,3075606
18717,3087600
18727,3081630
18737,3088002
18747,3081300
18757,3087980
18767,3077991
18777,3075494
18787,3066207
18797,3079464
18807,3066036
18817,3084140
18827,3062944
18837,3078126
18847,3072633
18857,3088134
18867,3081707
18877,3088298
18887,3081609
18897,3088299
18907,3072917
18917,3081686
18927,3072395
18937,3075988
18947,3078837
18957,3075161
18967,3060751
18977,3070104
18987,3076279
18997,3080597
19007,3063259
19017,3072532
19027,3066938
19037,3081395
19047,3082215
19057,3075002
19067,3066386
19077,3081440
19087,3070179
19097,3081277
19107,3072550
19117,3075502
19127,3060221
19137,3066573
19147,3066577
19157,3079167
19167,3065681
19177,3078173
19187,3078901
19197,3088050
19207,3081240
19217,3088278
19227,3072565
19237,3081889
19247,3072464
19257,3075812
19267,3066170
19277,3081551
19287,3081504
19297,3087619
19307,3082657
19317,3082018
19327,3071800
19337,3081779
19347,3071883
19357,3084156
19367,3072845
19377,3075208
19387,3069141
19397,3084428
19407,3081152
19417,3087794
19427,3081748
19437,3087511
19447,3081938
19457,3087951
19467,3075839
19477,3080196
19487,3072333
19497,3084680
19507,3069296
19517,3081944
19527,3079255
19537,3081302
19547,3068842
19557,3082197
19567,3078187
19577,3081781
19588,3068165
19598,3084761
19608,3081726
19618,3088272
19628,3073000
19638,3078610
19648,3001756
19658,2953096
19668,2970457
19678,2931462
19688,3046932
19698,2976673
19708,3062475
19718,3074479
19728,3065624
19738,3076690
19748,3076046
19758,3087839
19768,3081794
19778,3087850
19788,3078366
19798,3084624
19808,3069886
19818,3077910
19828,3072973
19838,3084814
19848,3081957
19858,3088059
19868,3081380
19878,3070971
19888,3063997
19898,3060531
19908,3063822
19918,3081362
19928,3078874
19938,3074715
19948,3072566
19958,3075157
19968,3066500
19978,3079449
19988,3062189
19998,3078911
20008,3069462
20018,3075660
20028,3069050
20038,3078645
20048,3069918
20058,3084606
