Time(ms),Frequency(kHz)
13565,3081479
13575,3062483
13585,3079194
13595,3060410
13605,3078403
13615,3065773
13625,3081838
13635,3072340
13645,3082125
13655,3072055
13665,3075798
13675,3075363
13685,3088121
13695,3082748
13705,3088287
13715,3082042
13725,3088265
13735,3076490
13745,3087842
13755,3074784
13765,3088262
13775,3081423
13785,3087963
13795,3066010
13805,3081669
13815,3076071
13825,2923231
13835,2938111
13845,3020272
13855,3042456
13865,2992021
13875,3072237
13885,3084824
13895,3082547
13905,3088087
13915,3082184
13925,3078312
13935,3051856
13945,3077828
13955,3065079
13965,3072062
13975,3069884
13985,3084599
13995,3082137
14005,3088126
14015,3076505
14025,3088199
14035,3081887
14045,3087907
14055,3078582
14065,3056439
14075,3081961
14085,3078726
14095,3066610
14105,3075798
14115,3069256
14125,3078684
14135,3060563
14145,3084508
14155,3075414
14165,3078145
14175,3053326
14185,3078486
14195,3075881
14205,3072616
14215,3063242
14225,3081306
14235,3079366
14245,3084978
14255,3078569
14265,3048652
14275,3069211
14285,3081981
14295,3082148
14305,3084241
14315,3081754
14325,3069468
14335,3072757
14345,3081511
14355,3054098
14365,3081538
14375,3081345
14385,3078849
14395,3072242
14405,3084996
14415,3081656
14425,3087940
14435,3074812
14445,3078096
14455,3046827
14465,3080743
14475,3070205
14485,3052549
14495,3068055
14505,3075841
14515,3072496
14525,3075063
14535,3072109
14545,3077601
14555,3072753
14565,3081650
14575,3060267
14585,3081613
14595,3078849
14605,3087903
14615,3075867
14625,3072444
14635,3059842
14645,3075808
14655,3066573
14665,3081433
14675,3044398
14685,3078418
14695,3072015
14705,3081815
14715,3081676
14725,3050723
14735,3072422
14745,3079375
14755,3072298
14765,3076071
14775,3069053
14785,3087919
14795,3081716
14805,3088065
14815,3066385
14825,3074791
14835,3072893
14845,3024576
14855,2859313
14865,2967293
14875,2883023
14885,2970240
14895,3032930
14905,3069362
14915,3053975
14925,3069121
14935,3047722
14945,3073881
14955,3071809
14965,3088281
14975,3063809
14985,3084885
14995,3081769
15005,3088257
15015,3071750
15025,3087697
15035,3081913
15045,3082168
15055,3048997
15065,3072283
15075,2909837
15085,3027601
15095,3072448
15105,3084638
15115,3081724
15125,3087828
15135,3077931
15145,3085091
15155,3078918
15165,3068152
15175,3055263
15185,3075265
15195,3059025
15205,3069186
15215,3060208
15225,3078721
15235,3078163
15245,3075632
15255,3040729
15265,3078880
15275,3082099
15285,3088052
15295,3078446
15305,3088171
15315,3069188
15325,3078784
15335,3072348
15345,3084436
15355,3072777
15365,3081765
15375,3068912
15385,3084564
15395,3081917
15405,3078139
15415,3041752
15425,3081899
15435,3078482
15445,3069503
15455,3058901
15465,3074663
15475,3067869
15485,3081753
15496,3059677
15506,3071908
15516,3067098
15526,3081729
15536,3075476
15546,3066273
15556,3072113
15566,3075872
15576,3072389
15586,3088279
15596,3069214
15606,3085036
15616,2970957
15626,3075513
15636,3058323
15646,3075473
15656,3057043
15666,3072505
15676,3057235
15686,3072271
15696,3057152
15706,3069132
15716,3069276
15726,3064977
15736,3069268
15746,3071089
15756,3072765
15766,3087747
15776,3076160
15786,3081755
15796,3063052
15806,3078587
15816,3066087
15826,3081729
15836,2999056
15846,3082047
15856,3069059
15866,3073530
15876,3072028
15886,3075722
15896,3072349
15906,3081359
15916,3075865
15926,3020572
15936,2918431
15946,3031489
15956,3056300
15966,3069325
15976,3065513
